gene_id;gene_common;TATA_cen_pos;RNA.class;chrom;IIB_coor;TSS;strand;TATA_coor;mismatch;TBP;IIA;IIB;IID;IIE;IIF;IIH;IIK;Pol.II;gene_class_1;gene_class_2
YIR010W;DSN1;976;mRNA;chr09;375358;375341;W;375345;1_mis;37;250;334;478;644;344;204;462;158;TATA-less;TAF1-enriched
YIR011C;STS1;932;mRNA;chr09;378272;378281;C;378324;1_mis;34;130;305;224;402;158;109;413;41;TATA-less;TAF1-enriched
YIR012W;SQT1;931;mRNA;chr09;378457;378453;W;378398;1_mis;29;98;389;353;495;187;175;521;58;TATA-less;TAF1-enriched
YIR014W;VLD1;893;mRNA;chr09;381048;380989;W;380969;1_mis;28;122;83;115;139;64;65;142;51;TATA-less;TAF1-enriched
YIR015W;RPR2;999;mRNA;chr09;381963;381805;W;381929;2_mis;22;78;160;150;115;47;71;89;105;TATA-less;TAF1-enriched
YIR016W;YIR016W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YIR017C;MET28;945;mRNA;chr09;384139;384129;C;384162;0_mis;33;34;118;52;114;36;25;95;24;TATA-containing;TAF1-enriched
YIR018W;YAP5;965;mRNA;chr09;384587;384581;W;384559;2_mis;31;121;229;224;324;124;109;335;48;TATA-less;TAF1-enriched
YIR019C;FLO11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YIR021W;MRS1;940;mRNA;chr09;397220;397245;W;397204;1_mis;33;97;149;74;328;113;118;291;20;TATA-less;TAF1-depleted
YIR022W;SEC11;956;mRNA;chr09;398670;398677;W;398664;1_mis;23;82;122;206;177;81;54;199;53;TATA-less;TAF1-enriched
YIR023W;DAL81;939;mRNA;chr09;399740;399741;W;399704;2_mis;23;99;230;292;324;108;113;215;57;TATA-less;TAF1-enriched
YIR024C;INA22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YIR025W;MND2;982;mRNA;chr09;403637;403621;W;403630;2_mis;8;87;117;98;163;69;61;165;23;TATA-less;TAF1-enriched
YIR026C;YVH1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YIR027C;DAL1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YIR028W;DAL4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YIR029W;DAL2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YIR030C;DCG1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YIR031C;DAL7;822;mRNA;chr09;414845;414817;C;414875;2_mis;50;47;272;121;389;167;117;511;55;TATA-less;TAF1-enriched
YIR032C;DAL3;866;mRNA;chr09;415720;415665;C;415756;1_mis;26;54;110;107;114;55;18;99;26;TATA-less;TAF1-enriched
YIR033W;MGA2;919;mRNA;chr09;416024;416069;W;415996;1_mis;39;92;760;279;558;158;272;492;59;TATA-less;TAF1-enriched
YIR034C;LYS1;939;mRNA;chr09;420804;420809;C;420826;0_mis;25;72;231;107;195;107;84;183;54;TATA-containing;TAF1-depleted
YIR035C;YIR035C;975;mRNA;chr09;421852;421849;C;421878;0_mis;18;60;157;87;107;47;40;130;52;TATA-containing;TAF1-enriched
YIR036C;IRC24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YIR037W;HYR1;920;mRNA;chr09;423016;423037;W;422993;2_mis;28;50;123;117;126;80;49;146;24;TATA-less;TAF1-enriched
YIR038C;GTT1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YIR042C;YIR042C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL001W;PRE3;946;mRNA;chr10;435104;435021;W;435078;2_mis;70;123;734;410;757;275;165;671;62;TATA-less;TAF1-enriched
YJL002C;OST1;969;mRNA;chr10;434706;434625;C;434732;2_mis;67;134;575;339;689;250;185;711;90;TATA-less;TAF1-enriched
YJL003W;COX16;842;mRNA;chr10;432449;432517;W;432426;2_mis;27;44;200;125;172;80;80;175;41;TATA-less;TAF1-depleted
YJL004C;SYS1;985;mRNA;chr10;432199;432153;C;432222;1_mis;51;64;308;155;322;179;136;441;90;TATA-less;TAF1-enriched
YJL005W;CYR1;955;mRNA;chr10;424970;424933;W;424974;1_mis;21;43;168;218;229;66;66;196;30;TATA-less;TAF1-enriched
YJL006C;CTK2;974;mRNA;chr10;424180;424089;C;424180;0_mis;24;44;120;80;205;70;53;219;34;TATA-containing;TAF1-enriched
YJL008C;CCT8;993;mRNA;chr10;421679;421625;C;421710;2_mis;38;95;410;381;393;177;126;445;82;TATA-less;TAF1-enriched
YJL010C;NOP9;943;mRNA;chr10;419606;419521;C;419638;1_mis;22;50;169;142;215;105;65;246;62;TATA-less;TAF1-enriched
YJL011C;RPC17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL012C;VTC4;966;mRNA;chr10;413447;413361;C;413474;0_mis;58;98;716;605;1062;326;269;1012;90;TATA-containing;TAF1-enriched
YJL013C;MAD3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL014W;CCT3;941;mRNA;chr10;407484;407413;W;407480;1_mis;57;113;361;429;452;175;128;526;67;TATA-less;TAF1-enriched
YJL019W;MPS3;980;mRNA;chr10;402783;402709;W;402783;1_mis;32;88;226;234;199;86;85;206;38;TATA-less;TAF1-enriched
YJL020C;BBC1;977;mRNA;chr10;402498;402417;C;402519;2_mis;30;87;223;312;298;134;114;303;44;TATA-less;TAF1-enriched
YJL023C;PET130;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL024C;APS3;945;mRNA;chr10;396609;396545;C;396672;1_mis;31;44;206;161;185;82;72;171;29;TATA-less;TAF1-enriched
YJL025W;RRN7;946;mRNA;chr10;393904;393805;W;393881;1_mis;15;69;172;281;153;70;134;175;47;TATA-less;TAF1-enriched
YJL026W;RNR2;854;mRNA;chr10;392243;392245;W;392214;0_mis;66;69;700;100;359;177;157;414;69;TATA-containing;TAF1-depleted
YJL029C;VPS53;966;mRNA;chr10;390919;390833;C;390942;0_mis;40;56;267;189;316;112;94;315;54;TATA-containing;TAF1-enriched
YJL030W;MAD2;951;mRNA;chr10;387604;387533;W;387570;2_mis;24;66;171;88;218;100;71;196;27;TATA-less;TAF1-enriched
YJL031C;BET4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL033W;HCA4;977;mRNA;chr10;383778;383701;W;383794;1_mis;16;97;306;184;319;109;154;323;66;TATA-less;TAF1-enriched
YJL034W;KAR2;896;mRNA;chr10;381213;381190;W;381191;0_mis;282;512;3745;120;2056;670;356;2142;162;TATA-containing;TAF1-depleted
YJL035C;TAD2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL036W;SNX4;950;mRNA;chr10;378673;378613;W;378662;2_mis;32;98;202;257;262;112;98;298;54;TATA-less;TAF1-enriched
YJL041W;NSP1;927;mRNA;chr10;365696;365637;W;365659;1_mis;54;127;477;305;524;199;184;480;89;TATA-less;TAF1-enriched
YJL042W;MHP1;940;mRNA;chr10;361128;361085;W;361130;1_mis;44;174;333;334;504;191;173;442;47;TATA-less;TAF1-enriched
YJL044C;GYP6;985;mRNA;chr10;359737;359649;C;359722;2_mis;48;69;401;219;317;173;163;292;53;TATA-less;TAF1-enriched
YJL045W;YJL045W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL046W;AIM22;974;mRNA;chr10;352364;352253;W;352342;1_mis;24;48;127;119;121;55;51;129;44;TATA-less;TAF1-enriched
YJL047C;RTT101;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL047C-A;YJL047C-A;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL048C;UBX6;759;mRNA;chr10;348916;348769;C;348897;2_mis;27;79;127;168;239;99;118;176;174;TATA-less;TAF1-enriched
YJL049W;CHM7;966;mRNA;chr10;345928;345869;W;345918;1_mis;23;94;122;255;225;69;92;189;62;TATA-less;TAF1-enriched
YJL050W;MTR4;971;mRNA;chr10;342455;342373;W;342438;1_mis;25;69;320;140;299;92;84;307;89;TATA-less;TAF1-enriched
YJL051W;IRC8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL052W;TDH1;915;mRNA;chr10;338049;338101;W;338118;1_mis;38;106;183;81;289;137;139;303;76;TATA-less;TAF1-depleted
YJL053W;PEP8;963;mRNA;chr10;335846;335773;W;335824;0_mis;22;26;99;70;133;54;37;90;36;TATA-containing;TAF1-enriched
YJL054W;TIM54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL055W;LOG1;916;mRNA;chr10;333301;333237;W;333251;1_mis;31;134;288;293;315;129;127;403;53;TATA-less;TAF1-enriched
YJL056C;ZAP1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL057C;IKS1;982;mRNA;chr10;330208;330169;C;330202;0_mis;25;40;81;73;105;59;37;121;64;TATA-containing;TAF1-enriched
YJL058C;BIT61;942;mRNA;chr10;327940;327849;C;327970;1_mis;19;68;76;87;123;58;50;141;40;TATA-less;TAF1-enriched
YJL060W;BNA3;928;mRNA;chr10;323358;323269;W;323327;0_mis;16;76;94;81;162;78;59;125;38;TATA-containing;TAF1-enriched
YJL061W;NUP82;930;mRNA;chr10;319938;319877;W;319912;1_mis;22;19;206;108;179;76;61;202;49;TATA-less;TAF1-enriched
YJL062W;LAS21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL062W-A;COA3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL063C;MRPL8;964;mRNA;chr10;316514;316449;C;316544;2_mis;41;98;400;371;334;134;168;357;77;TATA-less;TAF1-enriched
YJL065C;DLS1;960;mRNA;chr10;315595;315549;C;315625;2_mis;25;68;133;221;243;119;106;192;103;TATA-less;TAF1-enriched
YJL066C;MPM1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL068C;YJL068C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL069C;UTP18;917;mRNA;chr10;312762;312641;C;312789;1_mis;52;138;548;653;458;196;210;486;61;TATA-less;TAF1-enriched
YJL070C;YJL070C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL071W;ARG2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL072C;PSF2;958;mRNA;chr10;305901;305833;C;305935;2_mis;23;88;147;86;167;46;74;164;36;TATA-less;TAF1-enriched
YJL073W;JEM1;966;mRNA;chr10;303082;302989;W;303069;2_mis;40;114;141;135;197;96;105;203;27;TATA-less;TAF1-enriched
YJL074C;SMC3;958;mRNA;chr10;302876;302793;C;302908;2_mis;20;58;109;68;130;70;54;91;21;TATA-less;TAF1-enriched
YJL076W;NET1;973;mRNA;chr10;295175;295109;W;295159;2_mis;52;186;466;494;559;218;279;634;80;TATA-less;TAF1-enriched
YJL078C;PRY3;1089;mRNA;chr10;293944;293985;C;293959;2_mis;13;90;73;53;80;73;46;55;108;TATA-less;TAF1-enriched
YJL079C;PRY1;1175;mRNA;chr10;290738;290766;C;290757;2_mis;23;42;91;116;130;50;163;96;66;TATA-less;TAF1-enriched
YJL080C;SCP160;924;mRNA;chr10;289450;289369;C;289478;1_mis;73;44;443;137;514;227;146;522;66;TATA-less;TAF1-enriched
YJL081C;ARP4;950;mRNA;chr10;285309;285240;C;285328;2_mis;42;46;210;135;205;97;186;195;83;TATA-less;TAF1-enriched
YJL082W;IML2;986;mRNA;chr10;281093;281029;W;281063;0_mis;13;46;165;66;131;55;83;115;81;TATA-containing;TAF1-enriched
YJL083W;TAX4;948;mRNA;chr10;278753;278693;W;278728;2_mis;24;32;200;177;189;67;79;213;42;TATA-less;TAF1-enriched
YJL084C;ALY2;966;mRNA;chr10;278143;278057;C;278171;2_mis;22;96;184;66;231;82;70;231;35;TATA-less;TAF1-enriched
YJL085W;EXO70;777;mRNA;chr10;272589;272669;W;272552;2_mis;30;114;147;87;207;89;59;221;27;TATA-less;TAF1-depleted
YJL087C;TRL1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL088W;ARG3;893;mRNA;chr10;268704;268685;W;268672;0_mis;9;16;70;10;24;15;6;46;8;TATA-containing;TAF1-depleted
YJL089W;SIP4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL091C;GWT1;975;mRNA;chr10;262568;262489;C;262579;1_mis;36;159;298;288;342;132;108;315;78;TATA-less;TAF1-enriched
YJL092W;SRS2;947;mRNA;chr10;257202;257157;W;257162;2_mis;64;90;236;200;300;108;136;287;44;TATA-less;TAF1-enriched
YJL093C;TOK1;981;mRNA;chr10;256810;256713;C;256811;0_mis;25;93;210;281;231;104;105;212;46;TATA-containing;TAF1-enriched
YJL094C;KHA1;934;mRNA;chr10;254522;254409;C;254547;1_mis;23;19;117;103;160;66;37;179;45;TATA-less;TAF1-enriched
YJL096W;MRPL49;939;mRNA;chr10;246426;246357;W;246398;2_mis;37;129;160;362;294;134;166;295;112;TATA-less;TAF1-enriched
YJL097W;PHS1;981;mRNA;chr10;245569;245437;W;245534;2_mis;27;46;153;118;158;70;52;139;65;TATA-less;TAF1-enriched
YJL098W;SAP185;967;mRNA;chr10;241901;241877;W;241865;2_mis;31;56;293;72;197;86;61;248;76;TATA-less;TAF1-depleted
YJL099W;CHS6;959;mRNA;chr10;239314;239237;W;239291;1_mis;27;20;151;72;136;69;37;166;41;TATA-less;TAF1-enriched
YJL100W;LSB6;NA;mRNA;chr10;236863;236741;W;0;3_mis;31;113;269;345;255;114;143;264;53;TATA-less;TAF1-enriched
YJL101C;GSH1;945;mRNA;chr10;236528;236417;C;236556;1_mis;92;282;992;292;629;280;276;695;63;TATA-less;TAF1-enriched
YJL102W;MEF2;942;mRNA;chr10;231236;231173;W;231207;2_mis;28;70;162;163;128;49;45;99;24;TATA-less;TAF1-enriched
YJL103C;GSM1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL104W;PAM16;973;mRNA;chr10;227284;227197;W;227262;1_mis;27;86;260;286;334;134;278;334;45;TATA-less;TAF1-enriched
YJL105W;SET4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL107C;YJL107C;907;mRNA;chr10;220150;219977;C;220177;1_mis;44;32;246;48;199;80;29;200;52;TATA-less;TAF1-depleted
YJL109C;UTP10;936;mRNA;chr10;217370;217257;C;217395;2_mis;45;77;464;305;531;202;154;553;78;TATA-less;TAF1-enriched
YJL110C;GZF3;933;mRNA;chr10;211702;211609;C;211722;2_mis;24;49;184;154;262;90;77;245;61;TATA-less;TAF1-enriched
YJL111W;CCT7;886;mRNA;chr10;207778;207725;W;207714;1_mis;54;115;475;432;587;204;115;704;63;TATA-less;TAF1-enriched
YJL112W;MDV1;970;mRNA;chr10;205264;205125;W;205256;1_mis;46;101;197;128;250;118;71;250;55;TATA-less;TAF1-depleted
YJL115W;ASF1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL116C;NCA3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL117W;PHO86;945;mRNA;chr10;192464;192373;W;192432;1_mis;79;102;869;239;781;232;184;747;139;TATA-less;TAF1-enriched
YJL118W;YJL118W;928;mRNA;chr10;191619;191581;W;191611;0_mis;43;116;302;183;344;138;109;369;62;TATA-containing;TAF1-enriched
YJL121C;RPE1;922;mRNA;chr10;191143;191049;C;191174;2_mis;39;42;159;190;221;105;70;237;84;TATA-less;TAF1-enriched
YJL122W;ALB1;940;mRNA;chr10;189679;189597;W;189645;1_mis;20;74;278;295;382;146;123;424;56;TATA-less;TAF1-enriched
YJL123C;MTC1;944;mRNA;chr10;189462;189393;C;189498;2_mis;40;67;197;183;336;153;114;370;53;TATA-less;TAF1-enriched
YJL124C;LSM1;918;mRNA;chr10;187829;187737;C;187886;1_mis;51;137;422;259;357;164;160;417;176;TATA-less;TAF1-enriched
YJL125C;GCD14;973;mRNA;chr10;186716;186657;C;186742;1_mis;37;53;216;106;217;72;86;213;87;TATA-less;TAF1-enriched
YJL127C;SPT10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL127C-B;MCO6;945;mRNA;chr10;181818;181704;C;181844;1_mis;44;95;244;186;275;119;95;278;68;TATA-less;TAF1-enriched
YJL128C;PBS2;963;mRNA;chr10;180318;180225;C;180359;1_mis;34;93;332;51;293;128;129;335;52;TATA-less;TAF1-depleted
YJL129C;TRK1;957;mRNA;chr10;177608;177521;C;177634;1_mis;43;46;165;109;219;94;71;236;73;TATA-less;TAF1-depleted
YJL130C;URA2;1375;mRNA;chr10;172535;172401;C;172566;2_mis;24;43;117;47;232;101;57;209;78;TATA-less;TAF1-depleted
YJL131C;AIM23;959;mRNA;chr10;165397;165305;C;165414;1_mis;26;57;84;102;252;53;550;148;47;TATA-less;TAF1-enriched
YJL132W;YJL132W;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL133C-A;DPI8;909;mRNA;chr10;159924;159841;C;159961;0_mis;70;92;667;41;579;225;162;414;72;TATA-containing;TAF1-enriched
YJL133W;MRS3;903;mRNA;chr10;160477;160413;W;160443;2_mis;77;118;760;114;675;252;237;868;96;TATA-less;TAF1-depleted
YJL134W;LCB3;907;mRNA;chr10;158105;158045;W;158070;2_mis;21;64;177;180;280;85;98;282;30;TATA-less;TAF1-enriched
YJL136C;RPS21B;947;mRNA;chr10;157322;157265;C;157353;1_mis;103;117;1241;630;1282;386;165;1586;114;TATA-less;TAF1-enriched
YJL137C;GLG2;899;mRNA;chr10;156215;156113;C;156240;1_mis;23;65;68;105;186;47;216;114;232;TATA-less;TAF1-enriched
YJL138C;TIF2;927;mRNA;chr10;154775;154685;C;154809;0_mis;136;268;1873;267;1609;622;409;1905;158;TATA-containing;TAF1-depleted
YJL139C;YUR1;920;mRNA;chr10;153144;153009;C;153156;2_mis;17;21;93;52;130;51;65;131;91;TATA-less;TAF1-enriched
YJL140W;RPB4;930;mRNA;chr10;150830;150757;W;150803;2_mis;68;140;507;404;726;265;233;692;103;TATA-less;TAF1-enriched
YJL141C;YAK1;924;mRNA;chr10;150514;150481;C;150548;1_mis;44;97;257;93;385;158;108;333;44;TATA-less;TAF1-depleted
YJL143W;TIM17;931;mRNA;chr10;147037;146965;W;147008;1_mis;52;185;389;404;561;209;159;507;67;TATA-less;TAF1-enriched
YJL144W;ROQ1;927;mRNA;chr10;146285;146203;W;146259;0_mis;35;67;143;69;109;58;82;106;67;TATA-containing;TAF1-enriched
YJL145W;SFH5;1012;mRNA;chr10;145140;144981;W;145143;2_mis;22;51;140;67;94;56;48;91;30;TATA-less;TAF1-enriched
YJL146W;IDS2;806;mRNA;chr10;143000;143061;W;142978;2_mis;26;53;127;162;190;77;58;186;18;TATA-less;TAF1-depleted
YJL147C;MRX5;941;mRNA;chr10;142647;142585;C;142687;1_mis;26;44;92;93;149;58;76;141;38;TATA-less;TAF1-enriched
YJL148W;RPA34;938;mRNA;chr10;140345;140277;W;140324;2_mis;43;109;361;475;641;201;168;699;63;TATA-less;TAF1-enriched
YJL149W;DAS1;932;mRNA;chr10;137306;137253;W;137272;0_mis;31;79;252;98;230;100;84;264;47;TATA-containing;TAF1-depleted
YJL151C;SNA3;927;mRNA;chr10;136847;136761;C;136873;0_mis;66;398;713;134;799;324;174;765;84;TATA-containing;TAF1-depleted
YJL153C;INO1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL154C;VPS35;912;mRNA;chr10;134044;133985;C;134074;2_mis;17;53;203;194;273;90;86;256;21;TATA-less;TAF1-enriched
YJL155C;FBP26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL156C;SSY5;968;mRNA;chr10;129011;128945;C;129034;1_mis;17;43;112;92;160;65;45;164;60;TATA-less;TAF1-enriched
YJL157C;FAR1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL158C;CIS3;915;mRNA;chr10;123032;122913;C;123069;0_mis;154;388;1786;249;2938;822;507;2713;171;TATA-containing;TAF1-depleted
YJL161W;FMP33;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL162C;JJJ2;971;mRNA;chr10;115682;115665;C;115701;2_mis;24;55;152;70;153;80;58;181;41;TATA-less;TAF1-enriched
YJL163C;YJL163C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL164C;TPK1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL165C;HAL5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL167W;ERG20;913;mRNA;chr10;104888;104909;W;104877;0_mis;50;77;468;190;479;183;118;536;58;TATA-containing;TAF1-depleted
YJL168C;SET2;976;mRNA;chr10;104512;104521;C;104539;2_mis;45;141;555;308;484;220;264;557;106;TATA-less;TAF1-enriched
YJL170C;ASG7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL171C;TOH1;934;mRNA;chr10;100956;100937;C;100986;0_mis;34;31;306;144;319;158;97;349;35;TATA-containing;TAF1-depleted
YJL172W;CPS1;926;mRNA;chr10;97669;97685;W;97641;0_mis;24;49;162;120;228;115;66;215;30;TATA-containing;TAF1-depleted
YJL173C;RFA3;934;mRNA;chr10;96572;96553;C;96597;1_mis;40;99;332;241;322;113;111;338;33;TATA-less;TAF1-enriched
YJL174W;KRE9;945;mRNA;chr10;94945;94957;W;94928;2_mis;65;140;500;361;940;306;260;891;70;TATA-less;TAF1-enriched
YJL176C;SWI3;956;mRNA;chr10;94601;94585;C;94626;1_mis;50;108;249;387;292;139;206;307;44;TATA-less;TAF1-enriched
YJL177W;RPL17B;NA;mRNA;chr10;90645;90693;W;90678;1_mis;163;310;1256;294;1872;650;422;2243;123;TATA-less;TAF1-enriched
YJL178C;ATG27;961;mRNA;chr10;90163;90129;C;90146;1_mis;27;117;198;190;216;100;92;277;40;TATA-less;TAF1-enriched
YJL179W;PFD1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL180C;ATP12;979;mRNA;chr10;88595;88649;C;88610;1_mis;20;37;143;153;162;69;68;165;44;TATA-less;TAF1-enriched
YJL181W;RBH1;936;mRNA;chr10;85603;85629;W;85580;2_mis;45;47;154;136;247;106;84;216;62;TATA-less;TAF1-enriched
YJL183W;MNN11;NA;mRNA;chr10;83958;83997;W;83929;0_mis;48;52;533;292;347;132;141;316;84;TATA-containing;TAF1-enriched
YJL184W;GON7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL185C;ATG36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL186W;MNN5;NA;mRNA;chr10;80085;80117;W;80051;0_mis;51;74;236;56;292;86;76;286;39;TATA-containing;TAF1-depleted
YJL187C;SWE1;999;mRNA;chr10;79329;79361;C;79350;1_mis;22;48;208;126;164;56;64;143;60;TATA-less;TAF1-enriched
YJL189W;RPL39;924;mRNA;chr10;75889;75885;W;75837;2_mis;130;203;1772;1232;1501;379;203;1619;211;TATA-less;TAF1-enriched
YJL190C;RPS22A;980;mRNA;chr10;75348;75369;C;75332;0_mis;191;255;2428;929;2575;700;532;2700;191;TATA-containing;TAF1-enriched
YJL191W;RPS14B;NA;mRNA;chr10;73727;73741;W;73703;0_mis;505;1784;10431;4477;7099;2096;1467;8556;522;TATA-containing;TAF1-enriched
YJL192C;SOP4;938;mRNA;chr10;73447;73449;C;73498;1_mis;25;72;166;184;237;104;78;265;48;TATA-less;TAF1-enriched
YJL193W;YJL193W;978;mRNA;chr10;71319;71342;W;71331;1_mis;38;93;231;142;297;114;137;300;53;TATA-less;TAF1-enriched
YJL194W;CDC6;941;mRNA;chr10;69278;69293;W;69247;1_mis;93;140;422;160;726;208;135;657;83;TATA-less;TAF1-enriched
YJL196C;ELO1;938;mRNA;chr10;68826;68817;C;68861;0_mis;30;34;332;68;246;95;66;298;67;TATA-containing;TAF1-depleted
YJL197W;UBP12;953;mRNA;chr10;63747;63733;W;63722;1_mis;25;41;158;112;173;98;89;185;60;TATA-less;TAF1-enriched
YJL198W;PHO90;933;mRNA;chr10;60789;60797;W;60761;1_mis;31;76;231;137;338;122;92;364;43;TATA-less;TAF1-enriched
YJL199C;MBB1;912;mRNA;chr10;60202;60256;C;60239;0_mis;43;53;120;140;112;47;46;116;54;TATA-containing;TAF1-enriched
YJL200C;ACO2;828;mRNA;chr10;58976;58849;C;59002;1_mis;44;42;408;176;499;210;97;633;53;TATA-less;TAF1-enriched
YJL201W;ECM25;930;mRNA;chr10;54341;54304;W;54312;1_mis;48;90;238;281;317;177;107;423;114;TATA-less;TAF1-enriched
YJL203W;PRP21;971;mRNA;chr10;53304;53277;W;53284;2_mis;17;70;143;143;148;64;52;156;37;TATA-less;TAF1-enriched
YJL206C;YJL206C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
YJL207C;LAA1;970;mRNA;chr10;47443;47465;C;47473;1_mis;22;51;121;114;118;52;45;99;36;TATA-less;TAF1-enriched
YJL208C;NUC1;968;mRNA;chr10;41218;41233;C;41261;0_mis;21;42;228;100;132;97;68;176;93;TATA-containing;TAF1-enriched
YJL209W;CBP1;951;mRNA;chr10;37896;37909;W;37870;2_mis;42;100;224;370;259;117;118;268;114;TATA-less;TAF1-enriched
YJL210W;PEX2;935;mRNA;chr10;36842;36765;W;36808;2_mis;29;109;353;181;292;136;146;294;68;TATA-less;TAF1-depleted
